user_id,age,gender,occupation,photoPath,timestamp,description,starRating,mealType,placeType,mealTypeOther,social_howmany,social_who,social_who_other,timestamp_eaten,DateTime,DayOfWeek
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386400154.035614_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386400154,martinelli apple cider,5,beverage,home,,1-3,other,bf,1386400140,Dec-07-2013 07:09:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386470684.718688_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386470685,"lupicia momoko tea: peach, vanilla, green tea",4,beverage,home,,1-3,other,bf,1386470520,Dec-08-2013 02:42:00,Sunday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386797162.212087_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386797162,"skittles\
napa blanc tea from lupicia",3,beverage,work,,0,,,1386797100,Dec-11-2013 21:25:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386873722.075662_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386873722,napa blanc tea,3,beverage,work,,0,,,1386873660,Dec-12-2013 18:41:00,Thursday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1387071619.151507_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1387071619,kelly's homebrew: clone of a dark belgian strong by another brewing company,5,beverage,other,,4-6,"friends,other",boyfriend,1387071600,Dec-15-2013 01:40:00,Sunday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1387159509.751538_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1387159510,"chai (Traditional Indian tea made up of black tea, milk, sweet spices and sugar.)",3,beverage,restaurant,,1-3,other,boyfriend,1387159500,Dec-16-2013 02:05:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1387304255.918806_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1387304256,napa blanc tea,3,beverage,work,,0,,,1387304220,Dec-17-2013 18:17:00,Tuesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1387937070.905399_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1387937071,yellow tail sweet red roo wine,3,beverage,home,,7+,"friends,family",,1387937040,Dec-25-2013 02:04:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1388514302.613565_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1388514303,odwalla: mango tango,4,beverage,work,,0,,,1388514240,Dec-31-2013 18:24:00,Tuesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1388550922.254331_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1388550922,"cocktail: juice, cherry, malibu rum",3,beverage,home,,1-3,family,,1388550840,Jan-01-2014 04:34:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1388766146.950993_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1388766147,@makerhaus,3,beverage,work,,0,,,1388766120,Jan-03-2014 16:22:00,Friday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1388780592.274918_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1388780592,lemonade,3,beverage,restaurant,,7+,coworkers,,1388780580,Jan-03-2014 20:23:00,Friday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1389041377.531985_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1389041378,odwalla: mango tango,3,beverage,work,,0,,,1389041340,Jan-06-2014 20:49:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1389231871.823607_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1389231872,jorchata,4,beverage,restaurant,,1-3,other,boyfriend,1389231840,Jan-09-2014 01:44:00,Thursday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1389470775.172723_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1389470775,twelve ounce oregon chai,3,beverage,other,,1-3,"friends,other",boyfriend,1389470760,Jan-11-2014 20:06:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384445481.488989_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384445481,"@walking to work from PCC\
\
vegan biscuit\
quinoa and lentils with roasted vegetables (zucchini, onions)\
roasted potatoes (with rosemary)",3,breakfast,other,,0,,,1384447140,Nov-14-2013 16:39:00,Thursday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384446169.287930_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384446169,"@walking to work from cafe lladro\
\
mixed chai (morning glory chai & oregon chai with rice milk)",4,breakfast,other,,0,,,1384447080,Nov-14-2013 16:38:00,Thursday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384530998.852555_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384530999,"@PCC -> Makerhaus\
\
organic tofu scramble (tomatoes, onions, peppers): this was really bad, do not get it again\
roasted potatoes (rosemary)\
\
0.37lbs",2,breakfast,other,,0,,,1384531860,Nov-15-2013 16:11:00,Friday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384531889.442688_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384531889,"organic green dragon apple, small",4,breakfast,work,,0,,,1384531860,Nov-15-2013 16:11:00,Friday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384622548.531303_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384622549,"two fried eggs (eggland's best)\
slices of organic green dragon apple",3,breakfast,home,,0,,,1384622520,Nov-16-2013 17:22:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384622643.579427_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384622644,3 whoppers,3,breakfast,home,,0,,,1384622580,Nov-16-2013 17:23:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384622999.341335_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384622999,"1 \fun size\"" Twix""",3,breakfast,home,,0,,,1384622940,Nov-16-2013 17:29:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384623312.931646_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384623313,"@home -> farmer's market\
\
1 \fun size\"" Twix""",3,breakfast,other,,0,,,1384623300,Nov-16-2013 17:35:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384705745.295775_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384705745,2 fried eggs (eggland's best),3,breakfast,home,,1-3,family,,1384705680,Nov-17-2013 16:28:00,Sunday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384791767.707115_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384791768,"bualaw (corn, coconut, sugar)\
coconut mint chocolate\
green dragon apple (small)\
coconut pouchong tea",4,breakfast,work,,0,,,1384791720,Nov-18-2013 16:22:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384878261.673351_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384878262,toasted asiago bagel from panera bakery,3,breakfast,work,,0,,,1384878240,Nov-19-2013 16:24:00,Tuesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384964354.135719_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384964354,"@cafe lladro => makerhaus\
\
16oz mix chai (morning glory chai and oregon spice chai) with rice milk",5,breakfast,work,,0,,,1384964340,Nov-20-2013 16:19:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1384969226.199550_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1384969226,toasted asiago bagel (panera),4,breakfast,work,,0,,,1384969200,Nov-20-2013 17:40:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385053905.673126_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385053906,16oz mixed chai,4,breakfast,work,,0,,,1385053860,Nov-21-2013 17:11:00,Thursday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385136321.975388_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385136322,"@walking from fremont starbucks => makerhaus\
\
bacon, egg, and gouda breakfast sandwich",3,breakfast,other,,0,,,1385136300,Nov-22-2013 16:05:00,Friday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385223976.455575_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385223976,"Americano: coffee, water, sugar\
breakfast sandwich: spinach, cheese, English muffin, tomato, mushrooms, pesto, horseradish\
\
about to see catching fire!",3,breakfast,restaurant,,1-3,other,boyfriend,1385223960,Nov-23-2013 16:26:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385236800.566695_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385236801,"americano: water, coffee, sugar, cream",1,breakfast,restaurant,,1-3,other,boyfriend,1385236740,Nov-23-2013 19:59:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385236877.272978_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385236877,"schulte's mess:"" ham, bacon, onion, green pepper, cheddar, eggs and hasbrowns, honeydew melon, sourdough bread with fruit jam",3,breakfast,restaurant,,1-3,other,boyfriend,1385236800,Nov-23-2013 20:00:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385238402.356915_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385238402,peppermint candy,2,breakfast,restaurant,,1-3,other,boyfriend,1385238360,Nov-23-2013 20:26:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385324291.021503_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385324291,"@home -> ballard\
organic green dragon apple\
candied pecans",3,breakfast,other,,1-3,other,boyfriend,1385324280,Nov-24-2013 20:18:00,Sunday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385395938.123362_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385395938,"@PCC => makerhaus\
\
roasted potatoes\
vegan biscuit\
scrambled eggs with cheese",4,breakfast,other,,0,,,1385395920,Nov-25-2013 16:12:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385396491.625369_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385396492,"@cafe lladro => makerhaus\
16ox mixed chai (morning glory chai, sweet oregon chai)",4,breakfast,other,,0,,,1385396460,Nov-25-2013 16:21:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385482167.449920_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385482167,"@PCC => walking to makerhaus\
\
roasted potatoes\
vegan biscuit\
scrambled eggs with cheese",3,breakfast,other,,0,,,1385482140,Nov-26-2013 16:09:00,Tuesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385483551.587942_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385483552,"@makerhaus\
\
organic green dragon apple",4,breakfast,work,,undefined,,,1385483520,Nov-26-2013 16:32:00,Tuesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385490948.374108_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385490948,@makerhaus,4,breakfast,work,,0,,,1385490900,Nov-26-2013 18:35:00,Tuesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385568365.071954_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385568365,"@pcc -> makerhaus\
\
roasted potatoes\
scrambled eggs with cheese\
vegan biscuit",3,breakfast,other,,0,,,1385568360,Nov-27-2013 16:06:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385569437.175184_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385569437,"@makerhaus\
\
organic green dragon apple",3,breakfast,work,,0,,,1385569380,Nov-27-2013 16:23:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385572122.531995_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385572123,coconut pouchong tea,4,breakfast,work,,0,,,1385572080,Nov-27-2013 17:08:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385741204.173452_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385741204,3 fried eggs,3,breakfast,other,,0,family,,1385741160,Nov-29-2013 16:06:00,Friday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385833827.415254_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385833827,"Lil smokies\
fried egg and potato\
mixed brown and white rice\
chai tea (spices, milk)",5,breakfast,home,,1-3,"family,other",boyfriend,1385833800,Nov-30-2013 17:50:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385914321.727647_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385914322,"pork bacon\
mixed white/brown rice, steamed",3,breakfast,home,,1-3,other,boyfriend,1385914260,Dec-01-2013 16:11:00,Sunday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1385915019.391200_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1385915019,organic green dragon apple,3,breakfast,home,,1-3,other,boyfriend,1385914980,Dec-01-2013 16:23:00,Sunday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386000626.721842_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386000627,"@PCC -> makerhaus\
\
one vegan viscuit,\
roasted red potatoes,\
potato latke (with russet potatoes)\
scrambled eggs with cheese",3,breakfast,other,,undefined,,,1386000600,Dec-02-2013 16:10:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386004433.001254_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386004433,coconut pouchong tea,3,breakfast,work,,0,,,1386004380,Dec-02-2013 17:13:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386087047.232251_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386087047,"@PCC => makerhaus\
\
Cheesy breakfast biscuit with ham and egg",2,breakfast,other,,0,,,1386087000,Dec-03-2013 16:10:00,Tuesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386173654.689435_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386173655,"@PCC => makerhaus\
\
roasted red potatoes\
one vegan biscuit",4,breakfast,other,,0,,,1386173640,Dec-04-2013 16:14:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386174396.726177_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386174397,"@ladro => makerhaus\
\
16ox mix chai (morning glory, oregon spice) with rice milk",4,breakfast,work,,0,,,1386174360,Dec-04-2013 16:26:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386259757.114990_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386259757,"@pcc -> makerhaus\
\
",3,breakfast,other,,0,,,1386259740,Dec-05-2013 16:09:00,Thursday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386260298.199928_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386260298,"@makerhaus\
",4,breakfast,work,,0,,,1386260280,Dec-05-2013 16:18:00,Thursday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386346364.095252_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386346364,@PCC => makerhaus,3,breakfast,other,,0,,,1386346320,Dec-06-2013 16:12:00,Friday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386347922.390262_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386347922,"Hazelnut tapioca pudding from PCC\
Cache Cache black tea from lupicia teas",4,breakfast,work,,0,,,1386347880,Dec-06-2013 16:38:00,Friday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386525213.309679_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386525213,shari's marionberry pie,4,breakfast,home,,1-3,other,bf,1386525180,Dec-08-2013 17:53:00,Sunday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386604314.876908_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386604315,"@PCC => makerhaus\
\
red roasted potatoes\
goat cheese quiche",2,breakfast,other,,0,,,1386604260,Dec-09-2013 15:51:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386605050.608219_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386605051,"@cafe lladro => makerhaus\
\
16oz sweet chai with rice milk...but it tastes bad/different somehow :/",2,breakfast,other,,0,,,1386605040,Dec-09-2013 16:04:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386691944.278186_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386691944,"@PCC walking to makerhaus\
\
red roasted potatoes\
scrambled eggs with cheddar\
2 vegan biscuits",3,breakfast,other,,0,,,1386691920,Dec-10-2013 16:12:00,Tuesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386779407.355564_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386779407,"superfood "" yogurt parfait (with strawberries, blueberries, and granola)""",4,breakfast,work,,0,,,1386779340,Dec-11-2013 16:29:00,Wednesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386864706.793094_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386864707,@pcc => makerhaus,3,breakfast,other,,0,,,1386864660,Dec-12-2013 16:11:00,Thursday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386865766.931331_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386865767,"superfood yogurt: granola, yogurt, blueberries, strawberries, almond, raisins",3,breakfast,work,,0,,,1386865740,Dec-12-2013 16:29:00,Thursday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1386950788.944902_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1386950789,"@PCC => makerhaus\
\
i only ate about half. pear and almond scone",3,breakfast,other,,0,,,1386950760,Dec-13-2013 16:06:00,Friday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1387053058.530833_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1387053059,"schulze's mess ( Relish the feeling of filling your stomach by dining on this savory mash of ham, bacon, hashbrowns, green peppers, and onions, all topped with melted cheddar cheese and served with fresh seasonal fruit.)\
sourdough toast with berry jam\
cantelope and honeydew",3,breakfast,restaurant,,1-3,other,boyfriend,1387053000,Dec-14-2013 20:30:00,Saturday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1387210046.243088_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1387210046,"Vegan blueberry crisp\
odwalla mango tango\
roasted red potatoes\
scrambled eggs with cheddar",3,breakfast,other,,0,,,1387210020,Dec-16-2013 16:07:00,Monday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1387297545.500997_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1387297546,"Roasted red potatoes\
Vegan biscuit\
Odwalla mango tango",3,breakfast,other,,0,,,1387297500,Dec-17-2013 16:25:00,Tuesday
15,24,Male,Web Design/Development,www.mydecaf.org/foodPhotos/foodPhotos_class/foodPhoto_1387382653.765170_39d8db538ff78aebdc8a814d8f6ad5567c64deebc962d766820a3c36d58fdb4d.jpeg,1387382654,"french toast bread pudding\
red roasted potatoes",4,breakfast,other,,0,,,1387382640,Dec-18-2013 16:04:00,Wednesday
